Herausgeber;Link;Kurzbeschreibung;Region;Letztes Update;Filter
EOC - Earth Obersavation Center (DLR - Deutsches Zentrum für Luft- und Raumfahrt);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Fernerkundung
Copernicus DEM30;https://portal.opentopography.org/raster?opentopoID=OTSDEM.032021.4326.3;Globales digitales Höhenmodell in 30m Auflösung;Global;2025-05-12T00:00:00Z;Global
Copernicus DEM30;https://portal.opentopography.org/raster?opentopoID=OTSDEM.032021.4326.3;Globales digitales Höhenmodell in 30m Auflösung;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
Copernicus DEM30;https://portal.opentopography.org/raster?opentopoID=OTSDEM.032021.4326.3;Globales digitales Höhenmodell in 30m Auflösung;Global;2025-05-12T00:00:00Z;DHM
DGM200 Deutschland;https://gdz.bkg.bund.de/index.php/default/digitale-geodaten/digitale-gelandemodelle.html?___store=default;Nationales Geländemodell für Deutschland in 200m Auflösung;Deutschland;2025-05-12T00:00:00Z;Deutschland
DGM200 Deutschland;https://gdz.bkg.bund.de/index.php/default/digitale-geodaten/digitale-gelandemodelle.html?___store=default;Nationales Geländemodell für Deutschland in 200m Auflösung;Deutschland;2025-05-12T00:00:00Z;Physisch-Geographisch
DGM200 Deutschland;https://gdz.bkg.bund.de/index.php/default/digitale-geodaten/digitale-gelandemodelle.html?___store=default;Nationales Geländemodell für Deutschland in 200m Auflösung;Deutschland;2025-05-12T00:00:00Z;DHM
OpenTopography;https://portal.opentopography.org/datasets;Portal für die Suche von digitalen Geländemodellen unteschiedlicher Anbieter;Global;2025-05-12T00:00:00Z;Global
OpenTopography;https://portal.opentopography.org/datasets;Portal für die Suche von digitalen Geländemodellen unteschiedlicher Anbieter;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
OpenTopography;https://portal.opentopography.org/datasets;Portal für die Suche von digitalen Geländemodellen unteschiedlicher Anbieter;Global;2025-05-12T00:00:00Z;DHM
USGS SRTM 90m Digital Elevation Database;http://srtm.csi.cgiar.org/;Globales digitales Höhenmodell in 90m Auflösung;Global;2025-05-12T00:00:00Z;Global
USGS SRTM 90m Digital Elevation Database;http://srtm.csi.cgiar.org/;Globales digitales Höhenmodell in 90m Auflösung;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
USGS SRTM 90m Digital Elevation Database;http://srtm.csi.cgiar.org/;Globales digitales Höhenmodell in 90m Auflösung;Global;2025-05-12T00:00:00Z;DHM
USGS SRTM 30m;https://earthexplorer.usgs.gov/;Globales digitales Geländemodell in 30m Auflösung;Global;2025-05-12T00:00:00Z;Global
USGS SRTM 30m;https://earthexplorer.usgs.gov/;Globales digitales Geländemodell in 30m Auflösung;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
USGS SRTM 30m;https://earthexplorer.usgs.gov/;Globales digitales Geländemodell in 30m Auflösung;Global;2025-05-12T00:00:00Z;DHM
JAXA Global ALOS 3D World;https://www.eorc.jaxa.jp/ALOS/en/dataset/aw3d_e.htm;"Precise Global Digital 3D Map ""ALOS World 3D"" in 30m spatial resolution.";Global;2025-05-12T00:00:00Z;Global
JAXA Global ALOS 3D World;https://www.eorc.jaxa.jp/ALOS/en/dataset/aw3d_e.htm;"Precise Global Digital 3D Map ""ALOS World 3D"" in 30m spatial resolution.";Global;2025-05-12T00:00:00Z;Physisch-Geographisch
JAXA Global ALOS 3D World;https://www.eorc.jaxa.jp/ALOS/en/dataset/aw3d_e.htm;"Precise Global Digital 3D Map ""ALOS World 3D"" in 30m spatial resolution.";Global;2025-05-12T00:00:00Z;DHM
OpenDEM;https://opendem.info/index.html;This is an open project for sharing the third dimension of the earth´s surface.;Global;2025-05-12T00:00:00Z;Global
OpenDEM;https://opendem.info/index.html;This is an open project for sharing the third dimension of the earth´s surface.;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
OpenDEM;https://opendem.info/index.html;This is an open project for sharing the third dimension of the earth´s surface.;Global;2025-05-12T00:00:00Z;DHM
ESA STEP - Science Toolbox Exploitation Platform;https://step.esa.int/main/doc/tutorials/;Tutorials zur Verarbeitung von Sentinel-Daten im Open Source Programm der ESA „SNAP“;Global;2025-05-12T00:00:00Z;Global
ESA STEP - Science Toolbox Exploitation Platform;https://step.esa.int/main/doc/tutorials/;Tutorials zur Verarbeitung von Sentinel-Daten im Open Source Programm der ESA „SNAP“;Global;2025-05-12T00:00:00Z;Sonstige
ESA STEP - Science Toolbox Exploitation Platform;https://step.esa.int/main/doc/tutorials/;Tutorials zur Verarbeitung von Sentinel-Daten im Open Source Programm der ESA „SNAP“;Global;2025-05-12T00:00:00Z;Tutorials
OpenGeoHUB - Summerschool;https://opengeohub.org/;Tutorials zu den Programmes GRASS GIS, R Studio, SAGA GIS und anderer Open Source Software;Global;2025-05-12T00:00:00Z;Global
OpenGeoHUB - Summerschool;https://opengeohub.org/;Tutorials zu den Programmes GRASS GIS, R Studio, SAGA GIS und anderer Open Source Software;Global;2025-05-12T00:00:00Z;Sonstige
OpenGeoHUB - Summerschool;https://opengeohub.org/;Tutorials zu den Programmes GRASS GIS, R Studio, SAGA GIS und anderer Open Source Software;Global;2025-05-12T00:00:00Z;Tutorials
EO-College;https://eo-college.org/welcome;Umfassende und anspruchsvolle Tutorials zu Fernerkundungsthemen;Global;2025-05-12T00:00:00Z;Global
EO-College;https://eo-college.org/welcome;Umfassende und anspruchsvolle Tutorials zu Fernerkundungsthemen;Global;2025-05-12T00:00:00Z;Sonstige
EO-College;https://eo-college.org/welcome;Umfassende und anspruchsvolle Tutorials zu Fernerkundungsthemen;Global;2025-05-12T00:00:00Z;Tutorials
ArcGIS Tutorials;https://learn.arcgis.com/de/gallery/;Tutorials unterschiedlicher Schwierigkeitsstufe mit verschiedensten Projektideen;Global;2025-05-12T00:00:00Z;Global
ArcGIS Tutorials;https://learn.arcgis.com/de/gallery/;Tutorials unterschiedlicher Schwierigkeitsstufe mit verschiedensten Projektideen;Global;2025-05-12T00:00:00Z;Sonstige
ArcGIS Tutorials;https://learn.arcgis.com/de/gallery/;Tutorials unterschiedlicher Schwierigkeitsstufe mit verschiedensten Projektideen;Global;2025-05-12T00:00:00Z;Tutorials
IDB - Index DataBase;https://www.indexdatabase.de/;Auflistung verschiedener spektraler Indices mit Verweis zu den wissenschaftlichen Publikationen;Global;2025-05-12T00:00:00Z;Global
IDB - Index DataBase;https://www.indexdatabase.de/;Auflistung verschiedener spektraler Indices mit Verweis zu den wissenschaftlichen Publikationen;Global;2025-05-12T00:00:00Z;Sonstige
IDB - Index DataBase;https://www.indexdatabase.de/;Auflistung verschiedener spektraler Indices mit Verweis zu den wissenschaftlichen Publikationen;Global;2025-05-12T00:00:00Z;Informationsportal
IDB - Index DataBase;https://www.indexdatabase.de/;Auflistung verschiedener spektraler Indices mit Verweis zu den wissenschaftlichen Publikationen;Global;2025-05-12T00:00:00Z;Fernerkundung
AgEagle;https://ageagle.com/resources/?filter_by=data-set;Testdaten von Drohnenbefliegungen mit unterschiedlichen Sensoren;Global;2025-05-12T00:00:00Z;Global
AgEagle;https://ageagle.com/resources/?filter_by=data-set;Testdaten von Drohnenbefliegungen mit unterschiedlichen Sensoren;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
AgEagle;https://ageagle.com/resources/?filter_by=data-set;Testdaten von Drohnenbefliegungen mit unterschiedlichen Sensoren;Global;2025-05-12T00:00:00Z;Fernerkundung
Adobe Color Wheel;https://color.adobe.com/de/create/color-wheel;Portal für das Zusammenstellen von Farbpaletten;;2025-05-12T00:00:00Z;Sonstige
Adobe Color Wheel;https://color.adobe.com/de/create/color-wheel;Portal für das Zusammenstellen von Farbpaletten;;2025-05-12T00:00:00Z;Informationsportal
Adobe Color Wheel;https://color.adobe.com/de/create/color-wheel;Portal für das Zusammenstellen von Farbpaletten;;2025-05-12T00:00:00Z;Visualisierung
Color Brewer;https://colorbrewer2.org/;Simples Portal für die Zusammenstellung von Farbpaletten;;2025-05-12T00:00:00Z;Sonstige
Color Brewer;https://colorbrewer2.org/;Simples Portal für die Zusammenstellung von Farbpaletten;;2025-05-12T00:00:00Z;Informationsportal
Color Brewer;https://colorbrewer2.org/;Simples Portal für die Zusammenstellung von Farbpaletten;;2025-05-12T00:00:00Z;Visualisierung
Creative Bloq;https://www.creativebloq.com/typography/20-perfect-type-pairings-3132120;Artikel mit Beispielen für die Kombination verschiedener Schriftarten;;2025-05-12T00:00:00Z;Sonstige
Creative Bloq;https://www.creativebloq.com/typography/20-perfect-type-pairings-3132120;Artikel mit Beispielen für die Kombination verschiedener Schriftarten;;2025-05-12T00:00:00Z;Informationsportal
Creative Bloq;https://www.creativebloq.com/typography/20-perfect-type-pairings-3132120;Artikel mit Beispielen für die Kombination verschiedener Schriftarten;;2025-05-12T00:00:00Z;Visualisierung
UCGIS - University Consortium for Geographic Information Science;https://gistbok-topics.ucgis.org/UCGIS;Umfassendes Informationsportal für GIS (inkl. etlichen Literaturangaben). Frei verfügbare Artikel mit Tipps für eine gute Visualisierung bis hin zur Datenverarbeitung.;;2025-05-12T00:00:00Z;Sonstige
UCGIS - University Consortium for Geographic Information Science;https://gistbok-topics.ucgis.org/UCGIS;Umfassendes Informationsportal für GIS (inkl. etlichen Literaturangaben). Frei verfügbare Artikel mit Tipps für eine gute Visualisierung bis hin zur Datenverarbeitung.;;2025-05-12T00:00:00Z;Informationsportal
UCGIS - University Consortium for Geographic Information Science;https://gistbok-topics.ucgis.org/UCGIS;Umfassendes Informationsportal für GIS (inkl. etlichen Literaturangaben). Frei verfügbare Artikel mit Tipps für eine gute Visualisierung bis hin zur Datenverarbeitung.;;2025-05-12T00:00:00Z;Visualisierung
The Mapscaping Podcast;https://mapscaping.com/podcasts/;sehr vielfältiger Podcast zu verschiedentsten Themen der Geoinformatik inklusive wechselenden Gästen aus der Wirtschaft und Forschung. Durchaus anspruchsvoll, aber in der Regel sehr verständlich erklärt;;2025-05-12T00:00:00Z;Sonstige
The Mapscaping Podcast;https://mapscaping.com/podcasts/;sehr vielfältiger Podcast zu verschiedentsten Themen der Geoinformatik inklusive wechselenden Gästen aus der Wirtschaft und Forschung. Durchaus anspruchsvoll, aber in der Regel sehr verständlich erklärt;;2025-05-12T00:00:00Z;Informationsportal
Spectral Reflectance;https://www.spectralreflectance.space;Newsletter zu Neuigkeiten und Hintergrundberichten im Themenkomplex der Fernerkundung;;2025-05-12T00:00:00Z;Sonstige
Spectral Reflectance;https://www.spectralreflectance.space;Newsletter zu Neuigkeiten und Hintergrundberichten im Themenkomplex der Fernerkundung;;2025-05-12T00:00:00Z;Informationsportal
SAGA GIS;https://saga-gis.sourceforge.io/en/index.html;Open Source GIS mit vielfältigen Anwendungsfeldern für Rasterdaten. Sehr gute wissenschaftliche Dokumentation der Werkzeuge.;;2025-05-12T00:00:00Z;Sonstige
SAGA GIS;https://saga-gis.sourceforge.io/en/index.html;Open Source GIS mit vielfältigen Anwendungsfeldern für Rasterdaten. Sehr gute wissenschaftliche Dokumentation der Werkzeuge.;;2025-05-12T00:00:00Z;Software
QGIS;https://www.qgis.org;Wahrscheinlich das weltweit meistgenutzte Open Source GIS für Raster- und Vektordaten. Erweiterbar durch viele Plugins.;;2025-05-12T00:00:00Z;Sonstige
QGIS;https://www.qgis.org;Wahrscheinlich das weltweit meistgenutzte Open Source GIS für Raster- und Vektordaten. Erweiterbar durch viele Plugins.;;2025-05-12T00:00:00Z;Software
GRASS GIS;https://grass.osgeo.org;Open Source GIS für Raster- und Vektordatensätze. Umfangreichere Werkzeuge als QGIS, jedoch nicht so Anwenderfreundlich.;;2025-05-12T00:00:00Z;Sonstige
GRASS GIS;https://grass.osgeo.org;Open Source GIS für Raster- und Vektordatensätze. Umfangreichere Werkzeuge als QGIS, jedoch nicht so Anwenderfreundlich.;;2025-05-12T00:00:00Z;Software
ArcGIS Pro;https://www.esri.com/en-us/arcgis/products/arcgis-pro/overview;Das wahrscheinlich weitverbreiteste kommerzielles GIS der Firma Esri. Oft genutzt von Behörden, in der freien Wirtschaft, aber auch in der Wissenschaft. Sehr guter Support, wenn man eine Lizenz besitzt.;;2025-05-12T00:00:00Z;Sonstige
ArcGIS Pro;https://www.esri.com/en-us/arcgis/products/arcgis-pro/overview;Das wahrscheinlich weitverbreiteste kommerzielles GIS der Firma Esri. Oft genutzt von Behörden, in der freien Wirtschaft, aber auch in der Wissenschaft. Sehr guter Support, wenn man eine Lizenz besitzt.;;2025-05-12T00:00:00Z;Software
SNAP;https://step.esa.int/main/download/snap-download/;Fernerkundungssoftware der ESA mit Werkzeugen, die (u.a.) auf die Sentinel-Daten zugeschnitten sind und eine vollständge Prozessierung von Fernerkundungsdaten zulässt.;;2025-05-12T00:00:00Z;Sonstige
SNAP;https://step.esa.int/main/download/snap-download/;Fernerkundungssoftware der ESA mit Werkzeugen, die (u.a.) auf die Sentinel-Daten zugeschnitten sind und eine vollständge Prozessierung von Fernerkundungsdaten zulässt.;;2025-05-12T00:00:00Z;Software
Google Earth Engine;https://earthengine.google.com;Webgestütztes Fernerkundungsprogramm von Google, das die schnelle Verarbeitung und Auswertung von großen Mengen an frei verfügbaren Fernerkundungsdaten (u.a. Sentinel- & Landsat-Missionen) zulässt. Bedienung mithilfe der Skriptsprache Javascript.;;2025-05-12T00:00:00Z;Sonstige
Google Earth Engine;https://earthengine.google.com;Webgestütztes Fernerkundungsprogramm von Google, das die schnelle Verarbeitung und Auswertung von großen Mengen an frei verfügbaren Fernerkundungsdaten (u.a. Sentinel- & Landsat-Missionen) zulässt. Bedienung mithilfe der Skriptsprache Javascript.;;2025-05-12T00:00:00Z;Software
Agisoft Metashape;https://www.agisoft.com;Kommerzielle Software für die Prozessierung von photogrammetrischen Daten oder Drohnenaufnahmen.;;2025-05-12T00:00:00Z;Sonstige
Agisoft Metashape;https://www.agisoft.com;Kommerzielle Software für die Prozessierung von photogrammetrischen Daten oder Drohnenaufnahmen.;;2025-05-12T00:00:00Z;Software
FastFlood;https://fastflood.org;Frei verfügbare Anwendung für eine schnelle, aber akkurate Hochwassermodellierung mithilfe von globalen oder eigenen Datensätzen.;;2025-05-12T00:00:00Z;Sonstige
FastFlood;https://fastflood.org;Frei verfügbare Anwendung für eine schnelle, aber akkurate Hochwassermodellierung mithilfe von globalen oder eigenen Datensätzen.;;2025-05-12T00:00:00Z;Software
Geodaten Universitätsstadt Tübingen;https://www.tuebingen.de/33688.html;Administrative Daten der Stadt Tübingen;Regional-Lokal;2025-05-12T00:00:00Z;Regional-Lokal
Geodaten Universitätsstadt Tübingen;https://www.tuebingen.de/33688.html;Administrative Daten der Stadt Tübingen;Regional-Lokal;2025-05-12T00:00:00Z;Humangeographisch
Geodaten Universitätsstadt Tübingen;https://www.tuebingen.de/33688.html;Administrative Daten der Stadt Tübingen;Regional-Lokal;2025-05-12T00:00:00Z;Administrativ
Geodaten Universitätsstadt Tübingen;https://www.tuebingen.de/33688.html;Administrative Daten der Stadt Tübingen;Regional-Lokal;2025-05-12T00:00:00Z;Staedte
Geoportal Stadt Stuttgart;https://www.stuttgart.de/leben/bauen/geoportal/;Administrative, Statistische und Historische Daten der Stadt Stuttgart;Regional-Lokal;2025-05-15T00:00:00Z;Regional-Lokal
Geoportal Stadt Stuttgart;https://www.stuttgart.de/leben/bauen/geoportal/;Administrative, Statistische und Historische Daten der Stadt Stuttgart;Regional-Lokal;2025-05-15T00:00:00Z;Humangeographisch
Geoportal Stadt Stuttgart;https://www.stuttgart.de/leben/bauen/geoportal/;Administrative, Statistische und Historische Daten der Stadt Stuttgart;Regional-Lokal;2025-05-15T00:00:00Z;Administrativ
Geoportal Stadt Stuttgart;https://www.stuttgart.de/leben/bauen/geoportal/;Administrative, Statistische und Historische Daten der Stadt Stuttgart;Regional-Lokal;2025-05-15T00:00:00Z;Staedte
Geoportal Stadt Stuttgart;https://www.stuttgart.de/leben/bauen/geoportal/;Administrative, Statistische und Historische Daten der Stadt Stuttgart;Regional-Lokal;2025-05-15T00:00:00Z;Historisch
Geodaten Stadt Zürich;https://www.stadt-zuerich.ch/geodaten/;Sehr umfangreiches Geoportal am Beispiel der Stadt Zürich.;Regional-Lokal;2025-05-15T00:00:00Z;Regional-Lokal
Geodaten Stadt Zürich;https://www.stadt-zuerich.ch/geodaten/;Sehr umfangreiches Geoportal am Beispiel der Stadt Zürich.;Regional-Lokal;2025-05-15T00:00:00Z;Humangeographisch
Geodaten Stadt Zürich;https://www.stadt-zuerich.ch/geodaten/;Sehr umfangreiches Geoportal am Beispiel der Stadt Zürich.;Regional-Lokal;2025-05-15T00:00:00Z;Administrativ
Geodaten Stadt Zürich;https://www.stadt-zuerich.ch/geodaten/;Sehr umfangreiches Geoportal am Beispiel der Stadt Zürich.;Regional-Lokal;2025-05-15T00:00:00Z;Staedte
Geodaten Stadt Zürich;https://www.stadt-zuerich.ch/geodaten/;Sehr umfangreiches Geoportal am Beispiel der Stadt Zürich.;Regional-Lokal;2025-05-15T00:00:00Z;Historisch
CEMS - Copernicus Emergeny Management Service;https://emergency.copernicus.eu;Katastrophenteam von Copernicus. Die Website gibt detaillierten Einblick in die Arbeit der Untersützung in Krisengebieten (z.B. Starkregen und Fluten in Südspanien EMSR773) und stellt darüber hinaus auch Daten der Kampagnen zu Verfügung.;Global;2025-05-15T00:00:00Z;Global
CEMS - Copernicus Emergeny Management Service;https://emergency.copernicus.eu;Katastrophenteam von Copernicus. Die Website gibt detaillierten Einblick in die Arbeit der Untersützung in Krisengebieten (z.B. Starkregen und Fluten in Südspanien EMSR773) und stellt darüber hinaus auch Daten der Kampagnen zu Verfügung.;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
CEMS - Copernicus Emergeny Management Service;https://emergency.copernicus.eu;Katastrophenteam von Copernicus. Die Website gibt detaillierten Einblick in die Arbeit der Untersützung in Krisengebieten (z.B. Starkregen und Fluten in Südspanien EMSR773) und stellt darüber hinaus auch Daten der Kampagnen zu Verfügung.;Global;2025-05-15T00:00:00Z;Sonstige
CEMS - Copernicus Emergeny Management Service;https://emergency.copernicus.eu;Katastrophenteam von Copernicus. Die Website gibt detaillierten Einblick in die Arbeit der Untersützung in Krisengebieten (z.B. Starkregen und Fluten in Südspanien EMSR773) und stellt darüber hinaus auch Daten der Kampagnen zu Verfügung.;Global;2025-05-15T00:00:00Z;Informationsportal
CEMS - Copernicus Emergeny Management Service;https://emergency.copernicus.eu;Katastrophenteam von Copernicus. Die Website gibt detaillierten Einblick in die Arbeit der Untersützung in Krisengebieten (z.B. Starkregen und Fluten in Südspanien EMSR773) und stellt darüber hinaus auch Daten der Kampagnen zu Verfügung.;Global;2025-05-15T00:00:00Z;Katastrophen
CEMS - Copernicus Emergeny Management Service;https://emergency.copernicus.eu;Katastrophenteam von Copernicus. Die Website gibt detaillierten Einblick in die Arbeit der Untersützung in Krisengebieten (z.B. Starkregen und Fluten in Südspanien EMSR773) und stellt darüber hinaus auch Daten der Kampagnen zu Verfügung.;Global;2025-05-15T00:00:00Z;Fernerkundung
Global Biodiversity Information Facility (GBIF);https://www.gbif.org/;Umfangreiche biogeographische Datenbank, die vorkommen vieler Spezies bereithält;Global;2025-05-15T00:00:00Z;Global
Global Biodiversity Information Facility (GBIF);https://www.gbif.org/;Umfangreiche biogeographische Datenbank, die vorkommen vieler Spezies bereithält;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
Global Biodiversity Information Facility (GBIF);https://www.gbif.org/;Umfangreiche biogeographische Datenbank, die vorkommen vieler Spezies bereithält;Global;2025-05-15T00:00:00Z;Flora-Fauna
Global Biodiversity Information Facility (GBIF);https://www.gbif.org/;Umfangreiche biogeographische Datenbank, die vorkommen vieler Spezies bereithält;Global;2025-05-15T00:00:00Z;Umweltdaten
Thünen Atlas;https://atlas.thuenen.de;Datenbank auf Grundlage verschiedester Projekte in den Themenbereichen Landwirtschaft, Forst, Meere. (Auch als WFS abrufbar);Europa;2025-05-15T00:00:00Z;Europa
Thünen Atlas;https://atlas.thuenen.de;Datenbank auf Grundlage verschiedester Projekte in den Themenbereichen Landwirtschaft, Forst, Meere. (Auch als WFS abrufbar);Europa;2025-05-15T00:00:00Z;Physisch-Geographisch
Thünen Atlas;https://atlas.thuenen.de;Datenbank auf Grundlage verschiedester Projekte in den Themenbereichen Landwirtschaft, Forst, Meere. (Auch als WFS abrufbar);Europa;2025-05-15T00:00:00Z;Flora-Fauna
Thünen Atlas;https://atlas.thuenen.de;Datenbank auf Grundlage verschiedester Projekte in den Themenbereichen Landwirtschaft, Forst, Meere. (Auch als WFS abrufbar);Europa;2025-05-15T00:00:00Z;Umweltdaten
Thünen Atlas;https://atlas.thuenen.de;Datenbank auf Grundlage verschiedester Projekte in den Themenbereichen Landwirtschaft, Forst, Meere. (Auch als WFS abrufbar);Europa;2025-05-15T00:00:00Z;Hydrologie
AG Geoinformatik Tübingen - Tutorials, Tipps & Nützliches;https://geotue.wordpress.com;Eine Sammlung verschiedenster Themen rund um die Geoinformatik insbesondere nützliche Tutorials, um Grundlegendes aufzufrischen. (Seite ist noch im Aufbau!);;2025-05-15T00:00:00Z;Sonstige
AG Geoinformatik Tübingen - Tutorials, Tipps & Nützliches;https://geotue.wordpress.com;Eine Sammlung verschiedenster Themen rund um die Geoinformatik insbesondere nützliche Tutorials, um Grundlegendes aufzufrischen. (Seite ist noch im Aufbau!);;2025-05-15T00:00:00Z;Tutorials
Global soil moisture product (Sentinel-1, 2016-2022);https://doi.pangaea.de/10.1594/PANGAEA.968754;A global soil moisture product at 1 km resolution based on Sentinel-1 (2016-2022) [dataset]. (Fan et al. 2025);Global;2025-05-15T00:00:00Z;Global
Global soil moisture product (Sentinel-1, 2016-2022);https://doi.pangaea.de/10.1594/PANGAEA.968754;A global soil moisture product at 1 km resolution based on Sentinel-1 (2016-2022) [dataset]. (Fan et al. 2025);Global;2025-05-15T00:00:00Z;Physisch-Geographisch
Global soil moisture product (Sentinel-1, 2016-2022);https://doi.pangaea.de/10.1594/PANGAEA.968754;A global soil moisture product at 1 km resolution based on Sentinel-1 (2016-2022) [dataset]. (Fan et al. 2025);Global;2025-05-15T00:00:00Z;Geologie-Boden
Global soil moisture product (Sentinel-1, 2016-2022);https://doi.pangaea.de/10.1594/PANGAEA.968754;A global soil moisture product at 1 km resolution based on Sentinel-1 (2016-2022) [dataset]. (Fan et al. 2025);Global;2025-05-15T00:00:00Z;Hydrologie
ESRI World Imagery Wayback;https://livingatlas.arcgis.com/wayback/;Webportal zur Ansicht alter hochaufgelöster Satellitenbilder (vgl. Google Maps) bis ins Jahr 2014. Nützlich um z.B. den Zustand eines Untersuchungsgebietes in den letzten 10 Jahren bewerten zu können.;Global;2025-05-15T00:00:00Z;Global
ESRI World Imagery Wayback;https://livingatlas.arcgis.com/wayback/;Webportal zur Ansicht alter hochaufgelöster Satellitenbilder (vgl. Google Maps) bis ins Jahr 2014. Nützlich um z.B. den Zustand eines Untersuchungsgebietes in den letzten 10 Jahren bewerten zu können.;Global;2025-05-15T00:00:00Z;Humangeographisch
ESRI World Imagery Wayback;https://livingatlas.arcgis.com/wayback/;Webportal zur Ansicht alter hochaufgelöster Satellitenbilder (vgl. Google Maps) bis ins Jahr 2014. Nützlich um z.B. den Zustand eines Untersuchungsgebietes in den letzten 10 Jahren bewerten zu können.;Global;2025-05-15T00:00:00Z;Sonstige
ESRI World Imagery Wayback;https://livingatlas.arcgis.com/wayback/;Webportal zur Ansicht alter hochaufgelöster Satellitenbilder (vgl. Google Maps) bis ins Jahr 2014. Nützlich um z.B. den Zustand eines Untersuchungsgebietes in den letzten 10 Jahren bewerten zu können.;Global;2025-05-15T00:00:00Z;Informationsportal
ESRI World Imagery Wayback;https://livingatlas.arcgis.com/wayback/;Webportal zur Ansicht alter hochaufgelöster Satellitenbilder (vgl. Google Maps) bis ins Jahr 2014. Nützlich um z.B. den Zustand eines Untersuchungsgebietes in den letzten 10 Jahren bewerten zu können.;Global;2025-05-15T00:00:00Z;Historisch
ESRI World Imagery Wayback;https://livingatlas.arcgis.com/wayback/;Webportal zur Ansicht alter hochaufgelöster Satellitenbilder (vgl. Google Maps) bis ins Jahr 2014. Nützlich um z.B. den Zustand eines Untersuchungsgebietes in den letzten 10 Jahren bewerten zu können.;Global;2025-05-15T00:00:00Z;Landbedeckung
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Bayern
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Physisch-Geographisch
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Humangeographisch
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Geologie-Boden
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Flora-Fauna
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Umweltdaten
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Administrativ
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Hydrologie
LfU - Bayrisches Landesamt für Umwelt (Umweltatlas);https://www.lfu.bayern.de/umweltdaten/umweltdaten_web/index.htm;Sammlung offizieller Karten zu physisch-geographischen Themen wie z.B. der Bodenkarte oder der Geologischen Karte Bayerns (und vieles mehr, Georisiken, Lärm, Abfall, etc.).;Bayern;2025-05-15T00:00:00Z;Klima-Wetter
One Geology;https://onegeology.org/;Its aim is to provide access to global geoscience data via web services;Global;2025-05-15T00:00:00Z;Global
One Geology;https://onegeology.org/;Its aim is to provide access to global geoscience data via web services;Global;2025-05-15T00:00:00Z;Physisch-Geographisch
